"pack_name","price","price_text","reward_item","destination"
"Cinderstone Tart Mead","12.0549","12g 5s 49c","Gold","Two Crowns"
"Halcyona Wheat Biscuit","16.7462","16g 74s 62c","Gold","Two Crowns"
"Sanddeep Medicinal Poultice","18.605","18g 60s 50c","Gold","Two Crowns"
"Gweonid Apple Pies","23.2957","23g 29s 57c","Gold","Two Crowns"
"Marianople Sweeteners","10.1425","10g 14s 25c","Gold","Two Crowns"
"Dewstone Distilled Liquor","11.6445","11g 64s 45c","Gold","Two Crowns"
"Solzreed Dried Food","16.6268","16g 62s 68c","Gold","Two Crowns"
"White Arden Raisin Brandy","13.6752","13g 67s 52c","Gold","Two Crowns"
"Lilyut Cooking Oil","18.4477","18g 44s 77c","Gold","Two Crowns"
"Hellswamp Mushroom Pot Pies","20.5837","20g 58s 37c","Gold","Two Crowns"
"Cinderstone Sacred Candles","10.6326","10g 63s 26c","Gold","Two Crowns"
"Halcyona Yam Pasta","14.7058","14g 70s 58c","Gold","Two Crowns"
"Sanddeep Preserved Meat","16.3151","16g 31s 51c","Gold","Two Crowns"
"Gweonid Piquant Spices","24.3426","24g 34s 26c","Gold","Two Crowns"
"Marianople Face Cream","10.5635","10g 56s 35c","Gold","Two Crowns"
"Dewstone Toy Robots","12.1366","12g 13s 66c","Gold","Two Crowns"
"Solzreed Strawberry Smoothies","17.3567","17g 35s 67c","Gold","Two Crowns"
"White Arden Grilled Meat","14.2644","14g 26s 44c","Gold","Two Crowns"
"Lilyut Moonshine","19.2637","19g 26s 37c","Gold","Two Crowns"
"Hellswamp Ground Peanuts","21.5015","21g 50s 15c","Gold","Two Crowns"
"Cinderstone Medicinal Powder","11.0768","11g 7s 68c","Gold","Two Crowns"
"Halcyona Livestock Feed","15.3437","15g 34s 37c","Gold","Two Crowns"
"Sanddeep Fried Cucumbers","17.0296","17g 2s 96c","Gold","Two Crowns"
"Gweonid Aged Honey","41.1009","41g 10s 9c","Gold","Two Crowns"
"Solzreed Aged Honey","29.0343","29g 3s 43c","Gold","Two Crowns"
"Halcyona Aged Honey","25.5575","25g 55s 75c","Gold","Two Crowns"
"Dewstone Aged Salve","19.5257","19g 52s 57c","Gold","Two Crowns"
"Lilyut Aged Salve","31.5122","31g 51s 22c","Gold","Two Crowns"
"Cinderstone Aged Salve","17.7429","17g 74s 29c","Gold","Two Crowns"
"Marianople Aged Cheese","16.8796","16g 87s 96c","Gold","Two Crowns"
"White Arden Aged Cheese","23.1038","23g 10s 38c","Gold","Two Crowns"
"Hellswamp Aged Cheese","35.2757","35g 27s 57c","Gold","Two Crowns"
"Sanddeep Aged Cheese","27.7548","27g 75s 48c","Gold","Two Crowns"
"Dewstone Aged Honey","20.018","20g 1s 80c","Gold","Two Crowns"
"Lilyut Aged Honey","32.3284","32g 32s 84c","Gold","Two Crowns"
"Cinderstone Aged Honey","18.1872","18g 18s 72c","Gold","Two Crowns"
"Marianople Aged Honey","17.3007","17g 30s 7c","Gold","Two Crowns"
"White Arden Aged Honey","23.6932","23g 69s 32c","Gold","Two Crowns"
"Hellswamp Aged Honey","36.1936","36g 19s 36c","Gold","Two Crowns"
"Sanddeep Aged Honey","28.4695","28g 46s 95c","Gold","Two Crowns"
"Gweonid Aged Salve","40.054","40g 5s 40c","Gold","Two Crowns"
"Solzreed Aged Salve","28.3045","28g 30s 45c","Gold","Two Crowns"
"Halcyona Aged Salve","24.9194","24g 91s 94c","Gold","Two Crowns"
"Marianople Aged Salve","16.8796","16g 87s 96c","Gold","Two Crowns"
"White Arden Aged Salve","23.1038","23g 10s 38c","Gold","Two Crowns"
"Hellswamp Aged Salve","35.2757","35g 27s 57c","Gold","Two Crowns"
"Sanddeep Aged Salve","27.7548","27g 75s 48c","Gold","Two Crowns"
"Gweonid Aged Cheese","40.054","40g 5s 40c","Gold","Two Crowns"
"Solzreed Aged Cheese","28.3045","28g 30s 45c","Gold","Two Crowns"
"Halcyona Aged Cheese","24.9194","24g 91s 94c","Gold","Two Crowns"
"Dewstone Aged Cheese","19.5257","19g 52s 57c","Gold","Two Crowns"
"Lilyut Aged Cheese","31.5122","31g 51s 22c","Gold","Two Crowns"
"Cinderstone Aged Cheese","17.7429","17g 74s 29c","Gold","Two Crowns"
"Gweonid Fertilizer","26.0182","26g 1s 82c","Gold","Two Crowns"
"Marianople Fertilizer","11.2372","11g 23s 72c","Gold","Two Crowns"
"Dewstone Fertilizer","12.9245","12g 92s 45c","Gold","Two Crowns"
"Solzreed Fertilizer","18.5243","18g 52s 43c","Gold","Two Crowns"
"White Arden Fertilizer","15.2073","15g 20s 73c","Gold","Two Crowns"
"Lilyut Hills Fertilizer","20.5701","20g 57s 1c","Gold","Two Crowns"
"Hellswamp Fertilizer","22.9708","22g 97s 8c","Gold","Two Crowns"
"Cinderstone Fertilizer","11.7878","11g 78s 78c","Gold","Two Crowns"
"Halcyona Fertilizer","16.3652","16g 36s 52c","Gold","Two Crowns"
"Sanddeep Fertilizer","18.1737","18g 17s 37c","Gold","Two Crowns"
"Airain Dream Catchers","26.5637","26g 56s 37c","Gold","Two Crowns"
"Airain Triple Stout","23.2214","23g 22s 14c","Gold","Two Crowns"
"Airain Vegetable Seasoning","24.2653","24g 26s 53c","Gold","Two Crowns"
"Airain Fertilizer","25.9356","25g 93s 56c","Gold","Two Crowns"
"Aubre Cradle Rice Flour","20.5183","20g 51s 83c","Gold","Two Crowns"
"Aubre Cradle Ethanol","17.977","17g 97s 70c","Gold","Two Crowns"
"Aubre Cradle Deviled Eggs","18.7712","18g 77s 12c","Gold","Two Crowns"
"Aubre Cradle Fertilizer","20.0417","20g 4s 17c","Gold","Two Crowns"
"Ahnimar Hangover Cure","31.2451","31g 24s 51c","Gold","Two Crowns"
"Ahnimar Mushroom Roulette","27.287","27g 28s 70c","Gold","Two Crowns"
"Ahnimar Pressed Powder","28.5241","28g 52s 41c","Gold","Two Crowns"
"Ahnimar Fertilizer","30.504","30g 50s 40c","Gold","Two Crowns"
"Karkasse Quilts","26.9512","26g 95s 12c","Gold","Two Crowns"
"Karkasse Dragon Jerky","23.5593","23g 55s 93c","Gold","Two Crowns"
"Karkasse Burn Cream","24.6192","24g 61s 92c","Gold","Two Crowns"
"Karkasse Fertilizer","26.3152","26g 31s 52c","Gold","Two Crowns"
"Airain Aged Honey","40.9675","40g 96s 75c","Gold","Two Crowns"
"Aubre Cradle Aged Honey","31.4774","31g 47s 74c","Gold","Two Crowns"
"Ahnimar Aged Honey","48.3233","48g 32s 33c","Gold","Two Crowns"
"Karkasse Aged Honey","41.5788","41g 57s 88c","Gold","Two Crowns"
"Airain Aged Salve","39.9236","39g 92s 36c","Gold","Two Crowns"
"Aubre Cradle Aged Salve","30.6832","30g 68s 32c","Gold","Two Crowns"
"Ahnimar Aged Salve","47.0865","47g 8s 65c","Gold","Two Crowns"
"Karkasse Aged Salve","40.5187","40g 51s 87c","Gold","Two Crowns"
"Airain Aged Cheese","39.9236","39g 92s 36c","Gold","Two Crowns"
"Aubre Cradle Aged Cheese","30.6832","30g 68s 32c","Gold","Two Crowns"
"Ahnimar Aged Cheese","47.0865","47g 8s 65c","Gold","Two Crowns"
"Karkasse Aged Cheese","40.5187","40g 51s 87c","Gold","Two Crowns"
"White Arden Antiquities","14.2644","14g 26s 44c","Gold","Two Crowns"
"Gweonid Dyed Feathers","18.9676","18g 96s 76c","Gold","Solzreed Peninsula"
"Marianople Duck Down","18.4917","18g 49s 17c","Gold","Solzreed Peninsula"
"Dewstone Fine Thread","14.6228","14g 62s 28c","Gold","Solzreed Peninsula"
"White Arden Trail Mix","19.8375","19g 83s 75c","Gold","Solzreed Peninsula"
"Lilyut Milk Soap","13.5568","13g 55s 68c","Gold","Solzreed Peninsula"
"Two Crowns Cream","19.1065","19g 10s 65c","Gold","Solzreed Peninsula"
"Hellswamp Spicy Meat","35.6828","35g 68s 28c","Gold","Solzreed Peninsula"
"Cinderstone Tart Mead","20.0782","20g 7s 82c","Gold","Solzreed Peninsula"
"Halcyona Wheat Biscuit","27.318","27g 31s 80c","Gold","Solzreed Peninsula"
"Sanddeep Medicinal Poultice","28.4925","28g 49s 25c","Gold","Solzreed Peninsula"
"Gweonid Apple Pies","16.6326","16g 63s 26c","Gold","Solzreed Peninsula"
"Marianople Sweeteners","16.2164","16g 21s 64c","Gold","Solzreed Peninsula"
"Dewstone Distilled Liquor","12.8604","12g 86s 4c","Gold","Solzreed Peninsula"
"White Arden Raisin Brandy","17.3872","17g 38s 72c","Gold","Solzreed Peninsula"
"Lilyut Cooking Oil","11.9344","11g 93s 44c","Gold","Solzreed Peninsula"
"Two Crowns Pomme Cakes","16.7529","16g 75s 29c","Gold","Solzreed Peninsula"
"Hellswamp Mushroom Pot Pies","31.1343","31g 13s 43c","Gold","Solzreed Peninsula"
"Cinderstone Sacred Candles","17.5965","17g 59s 65c","Gold","Solzreed Peninsula"
"Halcyona Yam Pasta","23.8764","23g 87s 64c","Gold","Solzreed Peninsula"
"Sanddeep Preserved Meat","24.8963","24g 89s 63c","Gold","Solzreed Peninsula"
"Gweonid Piquant Spices","17.3624","17g 36s 24c","Gold","Solzreed Peninsula"
"Marianople Face Cream","16.9265","16g 92s 65c","Gold","Solzreed Peninsula"
"Dewstone Toy Robots","13.4108","13g 41s 8c","Gold","Solzreed Peninsula"
"White Arden Grilled Meat","18.1534","18g 15s 34c","Gold","Solzreed Peninsula"
"Lilyut Moonshine","12.4405","12g 44s 5c","Gold","Solzreed Peninsula"
"Two Crowns Flowerpots","17.4888","17g 48s 88c","Gold","Solzreed Peninsula"
"Hellswamp Ground Peanuts","32.5551","32g 55s 51c","Gold","Solzreed Peninsula"
"Cinderstone Medicinal Powder","18.3722","18g 37s 22c","Gold","Solzreed Peninsula"
"Halcyona Livestock Feed","24.951","24g 95s 10c","Gold","Solzreed Peninsula"
"Sanddeep Fried Cucumbers","26.0199","26g 1s 99c","Gold","Solzreed Peninsula"
"Gweonid Aged Honey","29.0442","29g 4s 42c","Gold","Solzreed Peninsula"
"Two Crowns Aged Honey","29.2623","29g 26s 23c","Gold","Solzreed Peninsula"
"Halcyona Aged Honey","42.1516","42g 15s 16c","Gold","Solzreed Peninsula"
"Dewstone Aged Salve","21.6682","21g 66s 82c","Gold","Solzreed Peninsula"
"Lilyut Aged Salve","20.0365","20g 3s 65c","Gold","Solzreed Peninsula"
"Cinderstone Aged Salve","30.0128","30g 1s 28c","Gold","Solzreed Peninsula"
"Marianople Aged Cheese","27.5811","27g 58s 11c","Gold","Solzreed Peninsula"
"White Arden Aged Cheese","29.6443","29g 64s 43c","Gold","Solzreed Peninsula"
"Hellswamp Aged Cheese","53.8654","53g 86s 54c","Gold","Solzreed Peninsula"
"Sanddeep Aged Cheese","42.8744","42g 87s 44c","Gold","Solzreed Peninsula"
"Dewstone Aged Honey","22.2188","22g 21s 88c","Gold","Solzreed Peninsula"
"Lilyut Aged Honey","20.5427","20g 54s 27c","Gold","Solzreed Peninsula"
"Cinderstone Aged Honey","30.7884","30g 78s 84c","Gold","Solzreed Peninsula"
"Marianople Aged Honey","28.2911","28g 29s 11c","Gold","Solzreed Peninsula"
"White Arden Aged Honey","30.4103","30g 41s 3c","Gold","Solzreed Peninsula"
"Hellswamp Aged Honey","55.286","55g 28s 60c","Gold","Solzreed Peninsula"
"Sanddeep Aged Honey","43.9981","43g 99s 81c","Gold","Solzreed Peninsula"
"Gweonid Aged Salve","28.3144","28g 31s 44c","Gold","Solzreed Peninsula"
"Two Crowns Aged Salve","28.5265","28g 52s 65c","Gold","Solzreed Peninsula"
"Halcyona Aged Salve","41.0771","41g 7s 71c","Gold","Solzreed Peninsula"
"Marianople Aged Salve","27.5811","27g 58s 11c","Gold","Solzreed Peninsula"
"White Arden Aged Salve","29.6443","29g 64s 43c","Gold","Solzreed Peninsula"
"Hellswamp Aged Salve","53.8654","53g 86s 54c","Gold","Solzreed Peninsula"
"Sanddeep Aged Salve","42.8744","42g 87s 44c","Gold","Solzreed Peninsula"
"Gweonid Aged Cheese","28.3144","28g 31s 44c","Gold","Solzreed Peninsula"
"Two Crowns Aged Cheese","28.5265","28g 52s 65c","Gold","Solzreed Peninsula"
"Halcyona Aged Cheese","41.0771","41g 7s 71c","Gold","Solzreed Peninsula"
"Dewstone Aged Cheese","21.6682","21g 66s 82c","Gold","Solzreed Peninsula"
"Lilyut Aged Cheese","20.0365","20g 3s 65c","Gold","Solzreed Peninsula"
"Cinderstone Aged Cheese","30.0128","30g 1s 28c","Gold","Solzreed Peninsula"
"Gweonid Fertilizer","18.5305","18g 53s 5c","Gold","Solzreed Peninsula"
"Marianople Fertilizer","18.0627","18g 6s 27c","Gold","Solzreed Peninsula"
"Dewstone Fertilizer","14.2919","14g 29s 19c","Gold","Solzreed Peninsula"
"White Arden Fertilizer","19.3794","19g 37s 94c","Gold","Solzreed Peninsula"
"Lilyut Hills Fertilizer","13.2507","13g 25s 7c","Gold","Solzreed Peninsula"
"Two Crowns Fertilizer","18.666","18g 66s 60c","Gold","Solzreed Peninsula"
"Hellswamp Fertilizer","34.828","34g 82s 80c","Gold","Solzreed Peninsula"
"Cinderstone Fertilizer","19.6142","19g 61s 42c","Gold","Solzreed Peninsula"
"Halcyona Fertilizer","26.6708","26g 67s 8c","Gold","Solzreed Peninsula"
"Sanddeep Fertilizer","27.8175","27g 81s 75c","Gold","Solzreed Peninsula"
"Airain Dream Catchers","29.9771","29g 97s 71c","Gold","Solzreed Peninsula"
"Airain Triple Stout","26.1866","26g 18s 66c","Gold","Solzreed Peninsula"
"Airain Vegetable Seasoning","27.3712","27g 37s 12c","Gold","Solzreed Peninsula"
"Airain Fertilizer","29.2672","29g 26s 72c","Gold","Solzreed Peninsula"
"Aubre Cradle Rice Flour","23.5945","23g 59s 45c","Gold","Solzreed Peninsula"
"Aubre Cradle Ethanol","20.6461","20g 64s 61c","Gold","Solzreed Peninsula"
"Aubre Cradle Deviled Eggs","21.5668","21g 56s 68c","Gold","Solzreed Peninsula"
"Aubre Cradle Fertilizer","23.0408","23g 4s 8c","Gold","Solzreed Peninsula"
"Ahnimar Hangover Cure","43.8714","43g 87s 14c","Gold","Solzreed Peninsula"
"Ahnimar Mushroom Roulette","38.24","38g 24s 0c","Gold","Solzreed Peninsula"
"Ahnimar Pressed Powder","39.9983","39g 99s 83c","Gold","Solzreed Peninsula"
"Ahnimar Fertilizer","42.8128","42g 81s 28c","Gold","Solzreed Peninsula"
"Karkasse Quilts","32.1822","32g 18s 22c","Gold","Solzreed Peninsula"
"Karkasse Dragon Jerky","28.0986","28g 9s 86c","Gold","Solzreed Peninsula"
"Karkasse Burn Cream","29.3747","29g 37s 47c","Gold","Solzreed Peninsula"
"Karkasse Fertilizer","31.417","31g 41s 70c","Gold","Solzreed Peninsula"
"Airain Aged Honey","46.3322","46g 33s 22c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Honey","36.3063","36g 30s 63c","Gold","Solzreed Peninsula"
"Ahnimar Aged Honey","68.1426","68g 14s 26c","Gold","Solzreed Peninsula"
"Karkasse Aged Honey","49.7927","49g 79s 27c","Gold","Solzreed Peninsula"
"Airain Aged Salve","45.1475","45g 14s 75c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Salve","35.3855","35g 38s 55c","Gold","Solzreed Peninsula"
"Ahnimar Aged Salve","66.3842","66g 38s 42c","Gold","Solzreed Peninsula"
"Karkasse Aged Salve","48.5165","48g 51s 65c","Gold","Solzreed Peninsula"
"Airain Aged Cheese","45.1475","45g 14s 75c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Cheese","35.3855","35g 38s 55c","Gold","Solzreed Peninsula"
"Ahnimar Aged Cheese","66.3842","66g 38s 42c","Gold","Solzreed Peninsula"
"Karkasse Aged Cheese","48.5165","48g 51s 65c","Gold","Solzreed Peninsula"
"Two Crowns Antiquities","17.4888","17g 48s 88c","Gold","Solzreed Peninsula"
"White Arden Antiquities","18.1534","18g 15s 34c","Gold","Solzreed Peninsula"
"Solis Alchemy Oil","24.3777","24g 37s 77c","Gold","Ynystere"
"Arcum Iris Roasted Eggs","29.2862","29g 28s 62c","Gold","Ynystere"
"Mahadevi Elephant Cookies","21.8503","21g 85s 3c","Gold","Ynystere"
"Falcorth Snowlion Yarn","31.8502","31g 85s 2c","Gold","Ynystere"
"Tigerspine Tigerspaw Pancakes","26.7454","26g 74s 54c","Gold","Ynystere"
"Silent Forest Dried Fruit","12.8529","12g 85s 29c","Gold","Ynystere"
"Villanelle Potpourri","16.9003","16g 90s 3c","Gold","Ynystere"
"Windscour Hearty Jerky","38.6655","38g 66s 55c","Gold","Ynystere"
"Perinoor Aged Spices","40.1606","40g 16s 6c","Gold","Ynystere"
"Rookborne Biscuit Sticks","20.1668","20g 16s 68c","Gold","Ynystere"
"Hasla Softened Fabric","47.0743","47g 7s 43c","Gold","Ynystere"
"Solis Juice Concentrate","21.3261","21g 32s 61c","Gold","Ynystere"
"Arcum Iris Lavaspice","25.5833","25g 58s 33c","Gold","Ynystere"
"Mahadevi Yule Logs","19.1354","19g 13s 54c","Gold","Ynystere"
"Falcorth Apple Tarts","27.8104","27g 81s 4c","Gold","Ynystere"
"Tigerspine Grape Jam","23.3791","23g 37s 91c","Gold","Ynystere"
"Silent Forest Pomme Candy","11.3256","11g 32s 56c","Gold","Ynystere"
"Villanelle Preserved Cherries","14.8378","14g 83s 78c","Gold","Ynystere"
"Windscour Bitter Herbs","33.7278","33g 72s 78c","Gold","Ynystere"
"Perinoor Potato Powder","35.0253","35g 2s 53c","Gold","Ynystere"
"Rookborne Fruit Leather","17.674","17g 67s 40c","Gold","Ynystere"
"Hasla Cured Meat","41.652","41g 65s 20c","Gold","Ynystere"
"Solis Red Spice","22.2798","22g 27s 98c","Gold","Ynystere"
"Arcum Iris Salt Crackers","26.7391","26g 73s 91c","Gold","Ynystere"
"Mahadevi Pickles","19.9843","19g 98s 43c","Gold","Ynystere"
"Falcorth Carrot Cake","29.0722","29g 7s 22c","Gold","Ynystere"
"Tigerspine Seasoned Meat","24.4299","24g 42s 99c","Gold","Ynystere"
"Silent Forest Seasonings","11.8031","11g 80s 31c","Gold","Ynystere"
"Villanelle Long Noodles","15.4824","15g 48s 24c","Gold","Ynystere"
"Windscour Chilled Beverages","35.2713","35g 27s 13c","Gold","Ynystere"
"Perinoor Fried Meat","36.6308","36g 63s 8c","Gold","Ynystere"
"Rookborne Millet Pilaf","18.4538","18g 45s 38c","Gold","Ynystere"
"Hasla Specialty Tea","43.8224","43g 82s 24c","Gold","Ynystere"
"Solis Aged Honey","37.5377","37g 53s 77c","Gold","Ynystere"
"Falcorth Aged Honey","49.2702","49g 27s 2c","Gold","Ynystere"
"Villanelle Aged Honey","25.7971","25g 79s 71c","Gold","Ynystere"
"Rookborne Aged Honey","30.9293","30g 92s 93c","Gold","Ynystere"
"Mahadevi Aged Salve","32.7239","32g 72s 39c","Gold","Ynystere"
"Silent Forest Aged Salve","18.9643","18g 96s 43c","Gold","Ynystere"
"Perinoor Aged Salve","60.7205","60g 72s 5c","Gold","Ynystere"
"Hasla Aged Salve","73.4594","73g 45s 94c","Gold","Ynystere"
"Arcum Iris Aged Cheese","44.0844","44g 8s 44c","Gold","Ynystere"
"Tigerspine Aged Cheese","40.2008","40g 20s 8c","Gold","Ynystere"
"Windscour Aged Cheese","58.4343","58g 43s 43c","Gold","Ynystere"
"Mahadevi Aged Honey","33.5728","33g 57s 28c","Gold","Ynystere"
"Silent Forest Aged Honey","19.4417","19g 44s 17c","Gold","Ynystere"
"Perinoor Aged Honey","62.3258","62g 32s 58c","Gold","Ynystere"
"Hasla Aged Honey","76.0365","76g 3s 65c","Gold","Ynystere"
"Arcum Iris Aged Honey","45.2402","45g 24s 2c","Gold","Ynystere"
"Tigerspine Aged Honey","41.2518","41g 25s 18c","Gold","Ynystere"
"Windscour Aged Honey","59.9778","59g 97s 78c","Gold","Ynystere"
"Solis Aged Salve","36.584","36g 58s 40c","Gold","Ynystere"
"Falcorth Aged Salve","48.0084","48g 0s 84c","Gold","Ynystere"
"Villanelle Aged Salve","25.1524","25g 15s 24c","Gold","Ynystere"
"Rookborne Aged Salve","30.1495","30g 14s 95c","Gold","Ynystere"
"Arcum Iris Aged Salve","44.0844","44g 8s 44c","Gold","Ynystere"
"Tigerspine Aged Salve","40.2008","40g 20s 8c","Gold","Ynystere"
"Windscour Aged Salve","58.4343","58g 43s 43c","Gold","Ynystere"
"Solis Aged Cheese","36.584","36g 58s 40c","Gold","Ynystere"
"Falcorth Aged Cheese","48.0084","48g 0s 84c","Gold","Ynystere"
"Villanelle Aged Cheese","25.1524","25g 15s 24c","Gold","Ynystere"
"Rookborne Aged Cheese","30.1495","30g 14s 95c","Gold","Ynystere"
"Mahadevi Aged Cheese","32.7239","32g 72s 39c","Gold","Ynystere"
"Silent Forest Aged Cheese","18.9643","18g 96s 43c","Gold","Ynystere"
"Perinoor Aged Cheese","60.7205","60g 72s 5c","Gold","Ynystere"
"Hasla Aged Cheese","76.0365","76g 3s 65c","Gold","Ynystere"
"Solis Fertilizer","23.8053","23g 80s 53c","Gold","Ynystere"
"Arcum Iris Fertilizer","28.5889","28g 58s 89c","Gold","Ynystere"
"Mahadevi Fertilizer","21.3429","21g 34s 29c","Gold","Ynystere"
"Falcorth Fertilizer","31.0918","31g 9s 18c","Gold","Ynystere"
"Tigerspine Fertilizer","26.1119","26g 11s 19c","Gold","Ynystere"
"Silent Forest Fertilizer","12.567","12g 56s 70c","Gold","Ynystere"
"Villanelle Fertilizer","16.5142","16g 51s 42c","Gold","Ynystere"
"Windscour Fertilizer","37.7417","37g 74s 17c","Gold","Ynystere"
"Perinoor Fertilizer","39.2002","39g 20s 2c","Gold","Ynystere"
"Rookborne Fertilizer","19.7013","19g 70s 13c","Gold","Ynystere"
"Hasla Fertilizer","46.3995","46g 39s 95c","Gold","Ynystere"
"Sunbite Citrus Cleaner","35.5142","35g 51s 42c","Gold","Ynystere"
"Sunbite Salvation Tea","30.9924","30g 99s 24c","Gold","Ynystere"
"Sunbite Pest Poison","32.4057","32g 40s 57c","Gold","Ynystere"
"Sunbite Fertilizer","34.6677","34g 66s 77c","Gold","Ynystere"
"Rokhala Alpine Mix","37.5895","37g 58s 95c","Gold","Ynystere"
"Rokhala Auspicious Elixir","32.7929","32g 79s 29c","Gold","Ynystere"
"Rokhala Livestock Fodder","34.2926","34g 29s 26c","Gold","Ynystere"
"Rokhala Fertilizer","36.692","36g 69s 20c","Gold","Ynystere"
"Sunbite Aged Honey","55.0281","55g 2s 81c","Gold","Ynystere"
"Rokhala Aged Honey","58.2871","58g 28s 71c","Gold","Ynystere"
"Sunbite Aged Salve","53.6148","53g 61s 48c","Gold","Ynystere"
"Rokhala Aged Salve","56.7875","56g 78s 75c","Gold","Ynystere"
"Sunbite Aged Cheese","53.6148","53g 61s 48c","Gold","Ynystere"
"Rokhala Aged Cheese","56.7875","56g 78s 75c","Gold","Ynystere"
"Hasla Antiquities","43.8224","43g 82s 24c","Gold","Ynystere"
"Perinoor Antiquities","36.6308","36g 63s 8c","Gold","Ynystere"
"Solzreed Aged Cordial","30","30","Charcoal Stabilizer","Diamond Shores"
"Gweonid Willow Arrows","41","41","Charcoal Stabilizer","Diamond Shores"
"Arcum Iris Seed Oil","43","43","Charcoal Stabilizer","Diamond Shores"
"Falcorth Tanned Leather","45","45","Charcoal Stabilizer","Diamond Shores"
"Original Lilyut Anvil Casts","33","33","Charcoal Stabilizer","Diamond Shores"
"Tigerspine Mastercraft Ingots","43","43","Charcoal Stabilizer","Diamond Shores"
"Dewstone Plains Rainbow Dye","39","39","Charcoal Stabilizer","Diamond Shores"
"Mahadevi Finest Rubber","38","38","Charcoal Stabilizer","Diamond Shores"
"White Arden Silver Lumber","45","45","Charcoal Stabilizer","Diamond Shores"
"Solis Golden Spice","36","36","Charcoal Stabilizer","Diamond Shores"
"Marianople Embroidered Fabric","41","41","Charcoal Stabilizer","Diamond Shores"
"Villanelle Aged Cordial","33","33","Charcoal Stabilizer","Diamond Shores"
"Two Crowns First Harvest Tea","38","38","Charcoal Stabilizer","Diamond Shores"
"Silent Forest Ship Lumber","34","34","Charcoal Stabilizer","Diamond Shores"
"Cinderstone Shock Absorber","36","36","Charcoal Stabilizer","Diamond Shores"
"Ynystere Starshard Spice","26","26","Charcoal Stabilizer","Diamond Shores"
"Halcyona Organic Grains","43","43","Charcoal Stabilizer","Diamond Shores"
"Hellswamp Spore Farm Wood","45","45","Charcoal Stabilizer","Diamond Shores"
"Sanddeep Seafood Jerky","42","42","Charcoal Stabilizer","Diamond Shores"
"Rookborne Basin Amber Spirits","45","45","Charcoal Stabilizer","Diamond Shores"
"Windscour Alchemical Catalyst","45","45","Charcoal Stabilizer","Diamond Shores"
"Perinoor Moonshine","48","48","Charcoal Stabilizer","Diamond Shores"
"Hasla Light Synthetic Fiber","51","51","Charcoal Stabilizer","Diamond Shores"
"Solzreed Strawberry Jam","30","30","Charcoal Stabilizer","Diamond Shores"
"Solzreed Acorn Jelly","30","30","Charcoal Stabilizer","Diamond Shores"
"Gweonid Grilled Goose","41","41","Charcoal Stabilizer","Diamond Shores"
"Gweonid Goose Down","41","41","Charcoal Stabilizer","Diamond Shores"
"Arcum Iris Dried Seed","43","43","Charcoal Stabilizer","Diamond Shores"
"Arcum Iris Turmeric Powder","43","43","Charcoal Stabilizer","Diamond Shores"
"Falcorth Plains Clover Feed","45","45","Charcoal Stabilizer","Diamond Shores"
"Falcorth Plains Bedding","45","45","Charcoal Stabilizer","Diamond Shores"
"Lilyut Alchemy Catalyst","33","33","Charcoal Stabilizer","Diamond Shores"
"Lilyut Square Bricks","33","33","Charcoal Stabilizer","Diamond Shores"
"Tigerspine Souvenirs","43","43","Charcoal Stabilizer","Diamond Shores"
"Tigerspine Round Bricks","43","43","Charcoal Stabilizer","Diamond Shores"
"Dewstone Corn Meal","39","39","Charcoal Stabilizer","Diamond Shores"
"Dewstone Petal Dye","39","39","Charcoal Stabilizer","Diamond Shores"
"Mahadevi Banana Nectar","38","38","Charcoal Stabilizer","Diamond Shores"
"Mahadevi Straight-Grain Plywood","38","38","Charcoal Stabilizer","Diamond Shores"
"White Arden Plywood","45","45","Charcoal Stabilizer","Diamond Shores"
"White Arden Pinecone Powder","45","45","Charcoal Stabilizer","Diamond Shores"
"Solis Saffron","36","36","Charcoal Stabilizer","Diamond Shores"
"Solis Dried Rosemary","36","36","Charcoal Stabilizer","Diamond Shores"
"Marianople Wool","41","41","Charcoal Stabilizer","Diamond Shores"
"Marianople Facial Cleanser","41","41","Charcoal Stabilizer","Diamond Shores"
"Villanelle Sticky Rice Snack","33","33","Charcoal Stabilizer","Diamond Shores"
"Villanelle Crusty Bread","33","33","Charcoal Stabilizer","Diamond Shores"
"Two Crowns Lemon Juice","38","38","Charcoal Stabilizer","Diamond Shores"
"Two Crowns Lavender Candy","38","38","Charcoal Stabilizer","Diamond Shores"
"Silent Forest Pinecone Sap","34","34","Charcoal Stabilizer","Diamond Shores"
"Silent Forest Dye","34","34","Charcoal Stabilizer","Diamond Shores"
"Cinderstone Airtight Stopper","36","36","Charcoal Stabilizer","Diamond Shores"
"Cinderstone Metal Trim","36","36","Charcoal Stabilizer","Diamond Shores"
"Ynystere Floral Bouquets","26","26","Charcoal Stabilizer","Diamond Shores"
"Ynystere Ceremonial Bouquets","26","26","Charcoal Stabilizer","Diamond Shores"
"Halcyona Coarse Flour","43","43","Charcoal Stabilizer","Diamond Shores"
"Halcyona Fine Flour","43","43","Charcoal Stabilizer","Diamond Shores"
"Hellswamp Mushroom Sauce","45","45","Charcoal Stabilizer","Diamond Shores"
"Hellswamp Sawdust Shavings","45","45","Charcoal Stabilizer","Diamond Shores"
